Cast Vote Record,Precinct,Ballot Style,1st Choice Council Member At Large Seat B City of Minnetonka,2nd Choice Council Member At Large Seat B City of Minnetonka,3rd Choice Council Member At Large Seat B City of Minnetonka
163848,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163849,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163850,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Kimberly Wilburn
163851,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,undervote,undervote
163852,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Stacy Cranbrook,Jim Hadley
163853,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,undervote,undervote
163854,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,undervote
163855,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163856,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163857,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,Jim Hadley
163858,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163859,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163860,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163861,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163862,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Jim Hadley,Stacy Cranbrook
163863,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163864,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook
163865,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Daniel Kral,undervote
163866,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163867,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
163868,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163869,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163870,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163871,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163872,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,undervote
163873,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163874,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Kimberly Wilburn
163875,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,undervote
163876,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,undervote,undervote
163877,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Daniel Kral
163878,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163879,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Jim Hadley
163880,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163881,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163882,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,undervote
163883,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Daniel Kral
163884,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163885,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163886,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,undervote
163887,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,undervote
163888,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Kimberly Wilburn
163889,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Ash Patel,Daniel Kral
163890,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163891,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Stacy Cranbrook,Daniel Kral
163892,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,Daniel Kral
163893,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Jim Hadley
163894,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Stacy Cranbrook,Jim Hadley
163895,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,undervote
163896,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163897,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
163898,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,undervote,undervote
163899,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Stacy Cranbrook,Daniel Kral
163900,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,undervote,undervote
163901,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral
163902,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
163903,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163904,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163905,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Stacy Cranbrook,Jim Hadley
163906,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163907,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163908,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Jim Hadley,Ash Patel
163909,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163910,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,undervote,undervote
163911,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163912,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163913,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Daniel Kral,undervote
163914,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163915,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Ash Patel
163916,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Jim Hadley,Ash Patel
163917,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Daniel Kral,Daniel Kral
163918,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163919,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163920,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
163921,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
163922,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Stacy Cranbrook,Daniel Kral
163923,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163924,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Kimberly Wilburn,undervote
163925,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,undervote,undervote
163926,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163927,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
163928,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
163929,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
163930,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Stacy Cranbrook,undervote
163931,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Daniel Kral
163932,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163933,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Stacy Cranbrook,Kimberly Wilburn
163934,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral
163935,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Ash Patel,Kimberly Wilburn
163936,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Ash Patel
163937,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Daniel Kral,Jim Hadley
163938,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163939,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Daniel Kral,Daniel Kral
163940,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,undervote,undervote
163941,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,undervote,undervote
163942,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Stacy Cranbrook
163943,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163944,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163945,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163946,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163947,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Daniel Kral
163948,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
163949,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163950,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Stacy Cranbrook,Jim Hadley
163951,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Daniel Kral,Kimberly Wilburn
163952,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Jim Hadley,Daniel Kral
163953,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163954,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Stacy Cranbrook,Kimberly Wilburn
163955,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163956,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Stacy Cranbrook,Daniel Kral
163957,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,undervote
163958,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Daniel Kral,Daniel Kral
163959,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,undervote,undervote
163960,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163961,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,undervote,undervote
163962,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Kimberly Wilburn,Ash Patel
163963,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
163964,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Kimberly Wilburn,Stacy Cranbrook
163965,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,undervote,undervote
163966,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163967,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Jim Hadley,Kimberly Wilburn,undervote
163968,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
163969,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,undervote,undervote
163970,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
163971,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Ash Patel,Daniel Kral,Jim Hadley
163972,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Daniel Kral,Jim Hadley
163973,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
163974,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,undervote,undervote,undervote
163975,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Daniel Kral,Jim Hadley,Ash Patel
163976,MINNETONKA W-1 P-B,MINNETONKA W-1 P-B,Stacy Cranbrook,Ash Patel,Jim Hadley
163977,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,undervote,undervote
163978,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,undervote,undervote
163979,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
163980,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,Daniel Kral
163981,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,undervote,undervote
163982,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Jim Hadley,Daniel Kral
163983,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Stacy Cranbrook,undervote
163984,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
163985,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Ash Patel,Kimberly Wilburn
163986,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
163987,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
163988,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
163989,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
163990,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
163991,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
163992,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Jim Hadley,Daniel Kral
163993,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
163994,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
163995,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Daniel Kral,undervote
163996,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
163997,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
163998,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,Daniel Kral
163999,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164000,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164001,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164002,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Daniel Kral,undervote
164003,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,undervote,undervote
164004,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Stacy Cranbrook,undervote
164005,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,undervote,undervote
164006,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,undervote,undervote
164007,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164008,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164009,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164010,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164011,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Jim Hadley,Daniel Kral
164012,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164013,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
164014,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Stacy Cranbrook,undervote
164015,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,undervote,undervote
164016,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164017,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164018,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164019,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164020,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
164021,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164022,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Stacy Cranbrook,Jim Hadley
164023,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
164024,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164025,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,undervote,undervote
164026,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164027,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,undervote,undervote
164028,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164029,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Ash Patel,Jim Hadley
164030,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Jim Hadley,Jim Hadley
164031,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164032,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164033,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164034,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164035,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164036,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Jim Hadley,Daniel Kral
164037,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,undervote,undervote
164038,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,undervote
164039,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Kimberly Wilburn,Daniel Kral
164040,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
164041,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Ash Patel,Daniel Kral
164042,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
164043,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164044,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164045,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Stacy Cranbrook,undervote
164046,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
164047,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
164048,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,undervote,undervote
164049,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Kimberly Wilburn,Ash Patel
164050,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164051,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
164052,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
164053,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,undervote,undervote
164054,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,undervote,undervote
164055,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,undervote,undervote
164056,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164057,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164058,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
164059,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,undervote
164060,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164061,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164062,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164063,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Stacy Cranbrook,Jim Hadley
164064,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164065,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164066,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook
164067,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Kimberly Wilburn,undervote
164068,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Daniel Kral,Ash Patel
164069,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164070,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164071,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
164072,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164073,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164074,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164075,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164076,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Jim Hadley,Stacy Cranbrook
164077,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,undervote
164078,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,Daniel Kral
164079,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Ash Patel,Ash Patel
164080,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
164081,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Kimberly Wilburn,undervote
164082,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Jim Hadley,Daniel Kral
164083,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Stacy Cranbrook,undervote
164084,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Daniel Kral,Jim Hadley
164085,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Stacy Cranbrook,Ash Patel,undervote
164086,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Ash Patel,Ash Patel,Ash Patel
164087,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
164088,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
164089,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Daniel Kral,Daniel Kral
164090,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Stacy Cranbrook,Daniel Kral
164091,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,Daniel Kral,Stacy Cranbrook
164092,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Daniel Kral,Kimberly Wilburn,Jim Hadley
164093,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
164094,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,Kimberly Wilburn,Stacy Cranbrook
164095,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,undervote,undervote,undervote
164096,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Jim Hadley,undervote,undervote
164097,MINNETONKA W-1 P-A,MINNETONKA W-1 P-A,Kimberly Wilburn,undervote,undervote
